Job_Title,Company,Location,Salary,Skills,Experience,Job_Type,Industry
Backend Developer,Capgemini,Kolkata,1863527,"Python, Django, PostgreSQL",5,Full-Time,IT
Business Analyst,Capgemini,Pune,2445117,"Excel, SQL, Power BI, Tableau",4,Full-Time,Security
Cyber Security Analyst,Capgemini,Noida,2269226,"Network Security, SIEM, Python",5,Full-Time,IT
Software Engineer,Amazon,Chennai,1457215,"Python, Django, PostgreSQL",5,Full-Time,Security
Backend Developer,Flipkart,Kolkata,1637696,"Python, Django, PostgreSQL",6,Full-Time,Security
ML Engineer,Google,Pune,2388647,"Python, PyTorch, Machine Learning",8,Full-Time,SaaS
Data Analyst,Capgemini,Delhi,1484097,"Python, SQL, Tableau",2,Full-Time,Security
BI Developer,Wipro,Noida,1383200,"Power BI, SQL, DAX",1,Full-Time,IT
Data Scientist,TCS,Bangalore,2800297,"Python, TensorFlow, Deep Learning",7,Full-Time,FinTech
Cyber Security Analyst,Cognizant,Pune,935907,"Network Security, SIEM, Python",1,Full-Time,Security
Product Analyst,Accenture,Mumbai,1797594,"SQL, Python, Tableau",6,Full-Time,Consulting
DevOps Engineer,IBM,Pune,1050616,"Docker, Kubernetes, AWS, Jenkins",2,Full-Time,IT
DevOps Engineer,Paytm,Kolkata,1863993,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,SaaS
Cloud Engineer,Microsoft,Pune,2800765,"AWS, Docker, Kubernetes, Linux",4,Full-Time,FinTech
ML Engineer,HCL,Noida,3146805,"Python, PyTorch, Machine Learning",7,Full-Time,E-Commerce
AI Engineer,Zoho,Hyderabad,1452645,"Python, TensorFlow, Deep Learning",8,Full-Time,E-Commerce
Data Engineer,Wipro,Delhi,1589709,"Python, Spark, Hadoop, SQL",6,Full-Time,IT
Cloud Engineer,Cognizant,Kolkata,1942357,"AWS, Docker, Kubernetes, Linux",2,Full-Time,Security
Product Analyst,Cognizant,Bangalore,2500964,"SQL, Python, Tableau",7,Full-Time,SaaS
Backend Developer,IBM,Chennai,530274,"Node.js, MongoDB, Express",3,Full-Time,Consulting
Product Analyst,Google,Mumbai,2333356,"SQL, Python, Tableau",8,Full-Time,Security
BI Developer,Accenture,Delhi,2086948,"Power BI, SQL, DAX",6,Full-Time,Consulting
DevOps Engineer,Zoho,Delhi,2666819,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,Security
BI Developer,Google,Mumbai,1627521,"Power BI, SQL, DAX",8,Full-Time,Technology
Software Engineer,Capgemini,Kolkata,962868,"Python, Django, PostgreSQL",4,Full-Time,E-Commerce
BI Developer,Amazon,Bangalore,1287646,"Power BI, SQL, DAX",7,Full-Time,IT
Cloud Engineer,Infosys,Delhi,1279878,"AWS, Docker, Kubernetes, Linux",0,Full-Time,Technology
BI Developer,Accenture,Hyderabad,534410,"Power BI, SQL, DAX",7,Full-Time,IT
AI Engineer,Google,Delhi,1934086,"Python, TensorFlow, Deep Learning",3,Full-Time,E-Commerce
AI Engineer,Infosys,Pune,1885163,"Python, TensorFlow, Deep Learning",0,Full-Time,E-Commerce
Cyber Security Analyst,IBM,Kolkata,799409,"Network Security, SIEM, Python",6,Full-Time,Technology
Product Analyst,Paytm,Bangalore,2100451,"SQL, Python, Tableau",4,Full-Time,SaaS
BI Developer,Zoho,Kolkata,2113959,"Power BI, SQL, DAX",3,Full-Time,Security
Data Analyst,HCL,Hyderabad,2432880,"Python, SQL, Tableau",3,Full-Time,Security
Frontend Developer,Capgemini,Delhi,2132099,"React, TypeScript, CSS",7,Full-Time,Technology
DevOps Engineer,IBM,Hyderabad,2805105,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,Consulting
DevOps Engineer,Amazon,Bangalore,1333507,"Docker, Kubernetes, AWS, Jenkins",4,Full-Time,IT
Frontend Developer,TCS,Pune,1861108,"React, TypeScript, CSS",6,Full-Time,FinTech
Data Scientist,TCS,Bangalore,1519590,"Python, TensorFlow, Deep Learning",6,Full-Time,Security
ML Engineer,Zoho,Hyderabad,2057758,"Python, PyTorch, Machine Learning",2,Full-Time,Technology
AI Engineer,Oracle,Chennai,3377060,"Python, TensorFlow, Deep Learning",1,Full-Time,IT
Data Engineer,IBM,Hyderabad,3441583,"Python, Spark, Hadoop, SQL",2,Full-Time,Consulting
Frontend Developer,Zoho,Chennai,2841891,"React, TypeScript, CSS",5,Full-Time,Security
Frontend Developer,Google,Chennai,3390923,"JavaScript, React, HTML, CSS",0,Full-Time,E-Commerce
Product Analyst,HCL,Kolkata,2535504,"SQL, Python, Tableau",0,Full-Time,FinTech
BI Developer,Oracle,Pune,1295977,"Power BI, SQL, DAX",7,Full-Time,E-Commerce
BI Developer,Paytm,Pune,1654794,"Power BI, SQL, DAX",7,Full-Time,FinTech
Software Engineer,Paytm,Delhi,1740141,"Python, Django, PostgreSQL",7,Full-Time,Consulting
Data Analyst,HCL,Pune,2089823,"Python, SQL, Power BI, Excel",8,Full-Time,FinTech
Cloud Architect,Accenture,Chennai,3101296,"AWS, GCP, Kubernetes",5,Full-Time,Security
Cloud Engineer,IBM,Kolkata,1296370,"AWS, Docker, Kubernetes, Linux",6,Full-Time,FinTech
Backend Developer,Capgemini,Chennai,2218844,"Node.js, MongoDB, Express",5,Full-Time,IT
Cloud Engineer,Paytm,Pune,683615,"AWS, Docker, Kubernetes, Linux",1,Full-Time,SaaS
Data Analyst,Microsoft,Mumbai,949021,"Python, SQL, Power BI, Excel",3,Full-Time,IT
ML Engineer,Microsoft,Delhi,3259521,"Python, PyTorch, Machine Learning",6,Full-Time,E-Commerce
Frontend Developer,Flipkart,Mumbai,554887,"React, TypeScript, CSS",1,Full-Time,SaaS
Data Scientist,TCS,Chennai,3179810,"Python, TensorFlow, Deep Learning",7,Full-Time,SaaS
Data Engineer,Cognizant,Bangalore,3087605,"Python, Spark, Hadoop, SQL",0,Full-Time,SaaS
Backend Developer,IBM,Hyderabad,1405550,"Node.js, MongoDB, Express",1,Full-Time,Security
Frontend Developer,Accenture,Mumbai,2116195,"JavaScript, React, HTML, CSS",8,Full-Time,FinTech
DevOps Engineer,HCL,Noida,2842197,"Docker, Kubernetes, AWS, Jenkins",2,Full-Time,SaaS
DevOps Engineer,Microsoft,Noida,3329026,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,Technology
Cyber Security Analyst,Google,Chennai,2806722,"Network Security, SIEM, Python",2,Full-Time,FinTech
ML Engineer,Flipkart,Chennai,1977754,"Python, PyTorch, Machine Learning",7,Full-Time,SaaS
Data Engineer,Google,Chennai,3156004,"Python, Spark, Hadoop, SQL",6,Full-Time,FinTech
Cloud Engineer,Zoho,Delhi,2073128,"AWS, Docker, Kubernetes, Linux",3,Full-Time,Consulting
AI Engineer,HCL,Bangalore,500820,"Python, TensorFlow, Deep Learning",6,Full-Time,FinTech
Data Analyst,Flipkart,Delhi,1066590,"Python, SQL, Power BI, Excel",8,Full-Time,E-Commerce
Frontend Developer,TCS,Delhi,1820805,"JavaScript, React, HTML, CSS",3,Full-Time,IT
Data Analyst,Wipro,Pune,1991728,"SQL, Tableau, Excel",7,Full-Time,E-Commerce
Product Analyst,Cognizant,Delhi,1477248,"SQL, Python, Tableau",3,Full-Time,FinTech
Business Analyst,HCL,Chennai,823806,"Excel, SQL, Power BI, Tableau",3,Full-Time,Technology
AI Engineer,Capgemini,Delhi,2996580,"Python, TensorFlow, Deep Learning",1,Full-Time,Security
Cyber Security Analyst,Zoho,Bangalore,829158,"Network Security, SIEM, Python",6,Full-Time,E-Commerce
Product Analyst,Flipkart,Hyderabad,2247018,"SQL, Python, Tableau",6,Full-Time,Security
DevOps Engineer,Zoho,Noida,3158715,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,E-Commerce
Cloud Engineer,IBM,Pune,1839310,"AWS, Docker, Kubernetes, Linux",0,Full-Time,FinTech
BI Developer,TCS,Noida,1142556,"Power BI, SQL, DAX",3,Full-Time,SaaS
ML Engineer,Accenture,Noida,877835,"Python, PyTorch, Machine Learning",8,Full-Time,SaaS
Business Analyst,Amazon,Hyderabad,1054441,"Excel, SQL, Power BI, Tableau",2,Full-Time,FinTech
BI Developer,Google,Delhi,2799117,"Power BI, SQL, DAX",0,Full-Time,Consulting
Cloud Engineer,Wipro,Pune,3427081,"AWS, Docker, Kubernetes, Linux",6,Full-Time,FinTech
Frontend Developer,Capgemini,Mumbai,2158087,"JavaScript, React, HTML, CSS",7,Full-Time,Technology
Data Scientist,Amazon,Hyderabad,2303826,"Python, Machine Learning, SQL, Pandas",4,Full-Time,Security
Business Analyst,Amazon,Mumbai,2032043,"Excel, SQL, Power BI, Tableau",6,Full-Time,E-Commerce
ML Engineer,Wipro,Chennai,1778502,"Python, PyTorch, Machine Learning",0,Full-Time,FinTech
Software Engineer,Flipkart,Mumbai,688230,"Java, Spring Boot, MySQL",7,Full-Time,Security
Data Engineer,Infosys,Bangalore,859931,"Python, Spark, Hadoop, SQL",2,Full-Time,FinTech
Product Analyst,TCS,Chennai,1706638,"SQL, Python, Tableau",2,Full-Time,E-Commerce
AI Engineer,Amazon,Mumbai,595412,"Python, TensorFlow, Deep Learning",7,Full-Time,Technology
Cloud Engineer,IBM,Kolkata,1584890,"AWS, Docker, Kubernetes, Linux",8,Full-Time,Security
BI Developer,Oracle,Bangalore,2079602,"Power BI, SQL, DAX",0,Full-Time,Technology
Data Analyst,Zoho,Delhi,1341780,"Python, SQL, Power BI, Excel",4,Full-Time,Consulting
DevOps Engineer,Google,Delhi,779331,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,SaaS
Data Scientist,Paytm,Noida,1726815,"Python, Machine Learning, SQL, Pandas",0,Full-Time,Consulting
Cloud Engineer,Microsoft,Hyderabad,1823118,"AWS, Docker, Kubernetes, Linux",1,Full-Time,Technology
Cloud Engineer,Flipkart,Bangalore,2851693,"AWS, Docker, Kubernetes, Linux",7,Full-Time,Technology
Product Analyst,Amazon,Kolkata,1778958,"SQL, Python, Tableau",8,Full-Time,Security
Software Engineer,Capgemini,Chennai,1954500,"Python, Django, PostgreSQL",0,Full-Time,Security
Backend Developer,Cognizant,Bangalore,2602401,"Python, Django, PostgreSQL",3,Full-Time,Consulting
Product Analyst,Cognizant,Mumbai,2827584,"SQL, Python, Tableau",0,Full-Time,E-Commerce
Product Analyst,Wipro,Hyderabad,3255371,"SQL, Python, Tableau",6,Full-Time,FinTech
DevOps Engineer,Accenture,Pune,2250422,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,E-Commerce
Product Analyst,IBM,Pune,2383952,"SQL, Python, Tableau",5,Full-Time,Security
Software Engineer,Zoho,Mumbai,3369107,"Java, Spring Boot, MySQL",8,Full-Time,E-Commerce
BI Developer,Google,Pune,1067290,"Power BI, SQL, DAX",8,Full-Time,E-Commerce
Data Scientist,HCL,Hyderabad,2735402,"Python, Machine Learning, SQL, Pandas",8,Full-Time,E-Commerce
Cloud Architect,Zoho,Chennai,623662,"AWS, GCP, Kubernetes",2,Full-Time,Consulting
Backend Developer,Flipkart,Delhi,3171131,"Node.js, MongoDB, Express",7,Full-Time,SaaS
Frontend Developer,Wipro,Bangalore,1051743,"React, TypeScript, CSS",1,Full-Time,FinTech
ML Engineer,Accenture,Mumbai,3001318,"Python, PyTorch, Machine Learning",3,Full-Time,E-Commerce
Data Scientist,IBM,Kolkata,1062400,"Python, TensorFlow, Deep Learning",7,Full-Time,Technology
Cloud Architect,Microsoft,Pune,2561272,"AWS, GCP, Kubernetes",6,Full-Time,Technology
Frontend Developer,Zoho,Bangalore,2213747,"React, TypeScript, CSS",0,Full-Time,Consulting
Frontend Developer,Infosys,Pune,1357995,"React, TypeScript, CSS",3,Full-Time,SaaS
ML Engineer,Amazon,Kolkata,3385105,"Python, PyTorch, Machine Learning",7,Full-Time,Consulting
Business Analyst,HCL,Noida,3049843,"Excel, SQL, Power BI, Tableau",0,Full-Time,Consulting
ML Engineer,Capgemini,Bangalore,2702976,"Python, PyTorch, Machine Learning",8,Full-Time,Consulting
AI Engineer,IBM,Noida,1530631,"Python, TensorFlow, Deep Learning",0,Full-Time,FinTech
Business Analyst,TCS,Mumbai,3145131,"Excel, SQL, Power BI, Tableau",8,Full-Time,Consulting
Business Analyst,Microsoft,Pune,1699212,"Excel, SQL, Power BI, Tableau",4,Full-Time,E-Commerce
ML Engineer,IBM,Pune,3393872,"Python, PyTorch, Machine Learning",0,Full-Time,SaaS
DevOps Engineer,HCL,Hyderabad,879336,"Docker, Kubernetes, AWS, Jenkins",7,Full-Time,SaaS
ML Engineer,Google,Noida,1067517,"Python, PyTorch, Machine Learning",8,Full-Time,Consulting
Data Analyst,Oracle,Mumbai,2402874,"SQL, Tableau, Excel",2,Full-Time,IT
Backend Developer,Capgemini,Pune,3401273,"Node.js, MongoDB, Express",5,Full-Time,IT
Data Scientist,Amazon,Hyderabad,3159492,"Python, TensorFlow, Deep Learning",7,Full-Time,Security
Cyber Security Analyst,Wipro,Noida,3067218,"Network Security, SIEM, Python",8,Full-Time,IT
Cyber Security Analyst,Oracle,Pune,1905901,"Network Security, SIEM, Python",2,Full-Time,SaaS
Software Engineer,TCS,Noida,3486543,"Python, Django, PostgreSQL",2,Full-Time,E-Commerce
BI Developer,Capgemini,Pune,1711233,"Power BI, SQL, DAX",7,Full-Time,Technology
Frontend Developer,Zoho,Delhi,3111207,"JavaScript, React, HTML, CSS",0,Full-Time,Consulting
AI Engineer,Zoho,Bangalore,2779609,"Python, TensorFlow, Deep Learning",7,Full-Time,Technology
Frontend Developer,Google,Kolkata,2403117,"JavaScript, React, HTML, CSS",7,Full-Time,FinTech
ML Engineer,Flipkart,Delhi,1526401,"Python, PyTorch, Machine Learning",0,Full-Time,IT
Software Engineer,Capgemini,Chennai,730954,"Java, Spring Boot, MySQL",2,Full-Time,Technology
Cloud Architect,Oracle,Delhi,3297586,"AWS, GCP, Kubernetes",0,Full-Time,IT
Data Analyst,Wipro,Pune,2248844,"Python, SQL, Tableau",1,Full-Time,E-Commerce
ML Engineer,Microsoft,Chennai,1244150,"Python, PyTorch, Machine Learning",8,Full-Time,IT
Cyber Security Analyst,Amazon,Noida,1854012,"Network Security, SIEM, Python",4,Full-Time,SaaS
Business Analyst,Cognizant,Kolkata,772318,"Excel, SQL, Power BI, Tableau",8,Full-Time,IT
BI Developer,IBM,Noida,1880800,"Power BI, SQL, DAX",4,Full-Time,Security
Frontend Developer,Oracle,Hyderabad,958446,"React, TypeScript, CSS",0,Full-Time,Security
BI Developer,Oracle,Chennai,2291192,"Power BI, SQL, DAX",4,Full-Time,FinTech
ML Engineer,Oracle,Kolkata,1044056,"Python, PyTorch, Machine Learning",5,Full-Time,Consulting
Cyber Security Analyst,Accenture,Delhi,3056033,"Network Security, SIEM, Python",2,Full-Time,IT
Data Scientist,Capgemini,Hyderabad,2449871,"Python, Machine Learning, SQL, Pandas",0,Full-Time,SaaS
ML Engineer,TCS,Chennai,2236614,"Python, PyTorch, Machine Learning",6,Full-Time,FinTech
Cyber Security Analyst,Capgemini,Mumbai,547384,"Network Security, SIEM, Python",3,Full-Time,E-Commerce
Cyber Security Analyst,Cognizant,Chennai,1790891,"Network Security, SIEM, Python",1,Full-Time,IT
DevOps Engineer,Google,Bangalore,1931774,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,Technology
Data Engineer,Microsoft,Kolkata,3320556,"Python, Spark, Hadoop, SQL",5,Full-Time,Security
Software Engineer,Capgemini,Kolkata,1151737,"Python, Django, PostgreSQL",7,Full-Time,Consulting
Cyber Security Analyst,Paytm,Delhi,734974,"Network Security, SIEM, Python",6,Full-Time,FinTech
Cloud Engineer,Oracle,Chennai,1373516,"AWS, Docker, Kubernetes, Linux",0,Full-Time,IT
Software Engineer,Amazon,Noida,630749,"Java, Spring Boot, MySQL",4,Full-Time,FinTech
ML Engineer,Oracle,Hyderabad,1285924,"Python, PyTorch, Machine Learning",6,Full-Time,Security
Cloud Architect,TCS,Delhi,3477284,"AWS, GCP, Kubernetes",5,Full-Time,IT
AI Engineer,Microsoft,Delhi,2058534,"Python, TensorFlow, Deep Learning",3,Full-Time,FinTech
Backend Developer,Amazon,Bangalore,970732,"Node.js, MongoDB, Express",2,Full-Time,IT
AI Engineer,Zoho,Kolkata,604584,"Python, TensorFlow, Deep Learning",8,Full-Time,Technology
Data Engineer,Cognizant,Chennai,2696254,"Python, Spark, Hadoop, SQL",7,Full-Time,SaaS
Cloud Architect,Capgemini,Pune,2664875,"AWS, GCP, Kubernetes",1,Full-Time,Security
Data Analyst,HCL,Hyderabad,2125662,"Python, SQL, Power BI, Excel",7,Full-Time,E-Commerce
Product Analyst,Paytm,Hyderabad,3381706,"SQL, Python, Tableau",0,Full-Time,Consulting
Product Analyst,IBM,Delhi,932444,"SQL, Python, Tableau",0,Full-Time,FinTech
Cyber Security Analyst,Flipkart,Mumbai,3179534,"Network Security, SIEM, Python",4,Full-Time,Technology
Frontend Developer,IBM,Chennai,1660352,"React, TypeScript, CSS",4,Full-Time,Security
Data Scientist,Wipro,Delhi,1126296,"Python, Machine Learning, SQL, Pandas",4,Full-Time,IT
ML Engineer,Infosys,Mumbai,2656126,"Python, PyTorch, Machine Learning",8,Full-Time,FinTech
Data Engineer,HCL,Delhi,1093732,"Python, Spark, Hadoop, SQL",4,Full-Time,Technology
Data Scientist,Flipkart,Chennai,3072210,"Python, TensorFlow, Deep Learning",4,Full-Time,IT
Software Engineer,Flipkart,Bangalore,2474408,"Java, Spring Boot, MySQL",0,Full-Time,Consulting
Data Analyst,Google,Pune,2288726,"Python, SQL, Tableau",1,Full-Time,FinTech
Product Analyst,Amazon,Delhi,3085013,"SQL, Python, Tableau",7,Full-Time,SaaS
Frontend Developer,Flipkart,Kolkata,829444,"JavaScript, React, HTML, CSS",8,Full-Time,IT
Cloud Architect,Microsoft,Delhi,907950,"AWS, GCP, Kubernetes",7,Full-Time,Consulting
Frontend Developer,Paytm,Delhi,1102812,"React, TypeScript, CSS",3,Full-Time,Consulting
Software Engineer,Microsoft,Kolkata,1862146,"Java, Spring Boot, MySQL",5,Full-Time,IT
AI Engineer,Microsoft,Kolkata,1974049,"Python, TensorFlow, Deep Learning",1,Full-Time,E-Commerce
Cyber Security Analyst,Oracle,Pune,3035206,"Network Security, SIEM, Python",5,Full-Time,Consulting
Cloud Architect,IBM,Hyderabad,1866796,"AWS, GCP, Kubernetes",1,Full-Time,FinTech
AI Engineer,Google,Mumbai,2976887,"Python, TensorFlow, Deep Learning",6,Full-Time,FinTech
